text,true_label_id,pred_label_id,true_emotion,pred_emotion
product was good thanks to seller for give me this suitable product,0,0,Happy,Happy
good for the baby,0,0,Happy,Happy
the packaging was excellent and the product is same as the picture and comfortable to wear and adjust,0,0,Happy,Happy
what the nonsense is that i order all anime stickers but come only one piece anime stickers,4,2,Anger,Sadness
good item the sound is great recommended,0,0,Happy,Happy
price onujaye mota muti vlo product so sby nite paren eke bare kharap nah vloi ache,0,0,Happy,Happy
primium quality ek kothay osadharon satisfied with the product jader dorkar tara obossoi nite paren,0,0,Happy,Happy
product quality awesome,1,1,Love,Love
alhamdullah original product,0,1,Happy,Love
quality not good,2,2,Sadness,Sadness
it was a gorgeous watch got this watch after days the colour is perfect and quality best i got battery adjuster but didnt get any menu card or any kind of paper this watch have both type of language including english thanks to seller man for giving such a beautiful watch and thanks t daraz shop,0,0,Happy,Happy
first i got a faulty product then i request for replacement and got another one tv seems working good but little bit slow,0,2,Happy,Sadness
ta fan nilam khub valo silo din ekhon r charge dawa jay na fan chole na nosto hoia gese prothom dike valo service dibo then nosto hoia jaybo,2,0,Sadness,Happy
value for money one of the best choice within k,0,0,Happy,Happy
works as should on time deliveryloves it,1,0,Love,Happy
wow so cute but finishing ta aro better hole ok hoto,0,0,Happy,Happy
seller khub e operative person behaviour product quality not bad,1,0,Love,Happy
board quality onk normal very poor quality,4,2,Anger,Sadness
very useful same as picture,1,0,Love,Happy
awesome product,1,1,Love,Love
refreshing,1,1,Love,Love
quality product from casio came with original box and documents seems like original and authentic product,0,0,Happy,Happy
products r very nice nite paren,0,0,Happy,Happy
thanks,0,0,Happy,Happy
extremely poor after sales service from haier bangladesh i bought the tv on th august and i was assured that a technician would be dispatched to my location within hours for installation regrettably despite my repeated attempts to follow up on the status of my request i have not received any further communication or assistance until today ns september i have made numerous calls to the customer service hotline and each time i was told that the installation would be completed within hours however i have neither received a call from a technician nor had the installation service provided,4,4,Anger,Anger
good producteasy to use happy to have this kind of water purifier,0,0,Happy,Happy
before review this product ive been using it last seven days this bluetooth speaker is really good good product im very much satisfied,1,0,Love,Happy
this product is very good at law price work is fine,1,0,Love,Happy
mashallah onek sundor hoice j colour chaice exact oita e deyache,0,0,Happy,Happy
product quality onak valo thanks you sellar k recommendvalo product dawar jonno thank you daraz bangladesh,0,0,Happy,Happy
the facewash has been smashed inside the packagebox daraz needs to handle stuff more carefully,4,2,Anger,Sadness
philips hair dryer is a good quality product,1,0,Love,Happy
good but it can be found in half the price from local market,2,0,Sadness,Happy
great product as i expected,1,1,Love,Love
authentic productthanks pickaboo,0,1,Happy,Love
product te asoley kub sundor,1,1,Love,Love
tnq ai mini body wash ta gift korar jonno r packaging er kotha ki bolboakdom ja ta bsy ante onk ksto hoiche r ekto kheyal rakha ucit chilo r delivery man er behavior vlo na,2,2,Sadness,Sadness
price is very high for this small thing,2,2,Sadness,Sadness
ink discount a pailam,0,0,Happy,Happy
nice mascara in cheap price recommended guys,0,0,Happy,Happy
the bag is very beautiful same as picture,0,0,Happy,Happy
alhamdulillah modhu er quality valo peyechi sesh holei abr nibo apnader theke,0,0,Happy,Happy
thanks daraz for on time delivery discount rate,0,0,Happy,Happy
hair straightener ta onk sundor hoice ami kichu din age ekta order korcilam but unfortunately ota vanga chilobut aebar er ta valo hoice khub tara tari hit o hoy apura apnara chaile nite paren packaging ta o valo chilo thanksdaraz,0,0,Happy,Happy
its good,1,0,Love,Happy
my girl is so happy to get this,0,0,Happy,Happy
alhamdulillah valo nice watch,1,1,Love,Love
this remote is awesomeit have more function than stock remote,1,1,Love,Love
product quality is really really good recommended,0,0,Happy,Happy
honesty its very good product thank you so much,1,1,Love,Love
button quality is average but overall good,1,0,Love,Happy
product is good but very late delivery,0,0,Happy,Happy
best quality with lowest priceloved it for my baby,0,1,Happy,Love
every thing is ok but ta crew kom silo,2,0,Sadness,Happy
great product very high quality worth it loved it,1,1,Love,Love
its good for small repairing,0,0,Happy,Happy
seems authentic works fine trust for the brand phillips is working packaging was good seller recommended,0,0,Happy,Happy
good product,0,0,Happy,Happy
water quality besh bhalo pawa jacche recommended to all customers as it is worth it in terms of price,0,0,Happy,Happy
same as picture but didnt receive the box,1,2,Love,Sadness
one of the best sounding tws and quite a decent soundcore app you can really enjoy moive series as well music,0,0,Happy,Happy
hlw sir many time i faced this problem this product password problem thats why i refund money,2,0,Sadness,Happy
i am satisfied good product and quality,1,1,Love,Love
suprb price ei price ey official product pawya possible nh,0,0,Happy,Happy
the quality of the bag is really good babohar koreo onk arambag er painting ta ami nije korechi tai paint korte time lagay onk late kore review dilam,0,0,Happy,Happy
its too good tnxx,0,1,Happy,Love
maybe old product cz no smell i found after open the product,3,2,Fear,Sadness
outstanding recommend for everyone,1,1,Love,Love
authentic product got discount n cheaper than any other platforms,0,0,Happy,Happy
very good quality my wife loves it thanks,1,1,Love,Love
wow just awesome product received a like a described light weighted shoe,1,1,Love,Love
i have used this before and bought it again very good product happy with their good service,0,0,Happy,Happy
i tied several neck fans this is the best it is used for disneyland leisure and hiking,0,0,Happy,Happy
nice thnks seller,0,0,Happy,Happy
thanks received good conditions highly recommend,1,0,Love,Happy
very handy and good item price is reasonable,0,1,Happy,Love
best product in this price range good value for money i have always received superfast delivery from pickaboo but it was slow this time pickaboo should consider delivering fastpick items during the weekends as well,0,1,Happy,Love
not very good very light and soft the foot becomes crooked,2,2,Sadness,Sadness
received with thanks,0,0,Happy,Happy
just wow wow product many many thanks seller sobi nan product quality awesome,1,0,Love,Happy
beautiful watchthanks for give me the same product,0,1,Happy,Love
thanks as always for providing authentic product with good packaging,0,0,Happy,Happy
a very good product worth recommending to others,0,0,Happy,Happy
good product,1,0,Love,Happy
good sound perfect for beginners no bag included only pic free,0,0,Happy,Happy
already received this product good quality very shorttime delivery thanks pickaboo,0,0,Happy,Happy
onek sundor chilo,1,1,Love,Love
kisudiner modde keno jani battery sesh hoiye gelo but same product peyechi,2,0,Sadness,Happy
screen is cracked in the bottom corner i hope the seller will replace,2,2,Sadness,Sadness
product was good packaging was also good fully satisfied with this product recommend,1,0,Love,Happy
as a electric bbq machine it works more than just fine but as you can image taste in coal cooked bbq is more superior than this,0,0,Happy,Happy
always good product,1,1,Love,Love
quality is not that good average product,0,2,Happy,Sadness
good productreviewing after usingit worked perfectly for mekeep doing the good things to the people,0,0,Happy,Happy
packaging was good quantity and date was also correct,0,0,Happy,Happy
found great quality,1,0,Love,Happy
very good in this price range packaging was also very good,0,1,Happy,Love
its too much good and the delivery is damn fast but i think the price should be or around that the seller behavior is so good and they have a youtube channel search polashi in search box of youtube you will get whole videos subscribe them and thanks daraz the rider was very good,0,0,Happy,Happy
the strap was deformed,4,2,Anger,Sadness
worst one everbro it doesnt even switches off like tfcharge a dile chole ar naile off thakedidnt expect this at all,4,4,Anger,Anger
awesome product,1,1,Love,Love
received the product same as it showing,0,0,Happy,Happy
same as photo and description thanks to sellar,0,0,Happy,Happy
it was really cute and adorablei would definitely order more in the future no cap,0,0,Happy,Happy
best product ever,1,1,Love,Love
first try,0,0,Happy,Happy
better option in this price range with amoled screen though always on display should be always on charge stays only to days on regular use which will better if goes to days calendar should be included sometimes connection with mobile lost band should be better in quality and in design over all better watch in entry level,3,0,Fear,Happy
received in good condition,0,0,Happy,Happy
product khub valo service very good sub kichu valo ami din use korlam per day ghonta use korle taka bill kate monthly to bill asbe kintu ora bolchilo to taka bill asbe tar poreo valo ami use kore review korlam ata nite paren better product,1,0,Love,Happy
thank you so much,1,1,Love,Love
valoi ache but r ekru usar thakle valo hoto but good product,0,0,Happy,Happy
best tws with this price range delivery was really fast got the product in less than a day,0,1,Happy,Love
dinei product paisir delivery man er behavior o khub valo cilo,0,0,Happy,Happy
authentic product very fast service highly recommend pickaboo,1,0,Love,Happy
onek sundor back ta colour tao sundor product same peyechi quality o onek valo recommended,0,0,Happy,Happy
i ordered four products but got products only,2,2,Sadness,Sadness
good recomanded,0,0,Happy,Happy
good product,0,0,Happy,Happy
good and accurate product,0,0,Happy,Happy
got it very cheap thanks daraz,0,0,Happy,Happy
product and everything is excellent except delivery worst delivery partner delivered after days deliveryman didnt come to doorstep i had to recieve the package km away from home deliveryman asked for money worst experience ever pls be more concerned about the delivery service,0,0,Happy,Happy
i am quite satisfied as i received the original product,0,0,Happy,Happy
got the delivery within day inside dhaka thanks to pikaboo and samsung,0,0,Happy,Happy
not satisfied low picture and sound quality,4,2,Anger,Sadness
good and quality products time daraz experience,1,0,Love,Happy
nicely delivered the product is great,1,0,Love,Happy
sob kicui thik ache delivery o fast chilo tobe kotha hocce size disilam komor diye thik e hocce kintu paye diye procur tite,0,0,Happy,Happy
very good looking and compact easily recommended to all,0,1,Happy,Love
good service on time received,0,0,Happy,Happy
thank you for the authentic product,0,0,Happy,Happy
same quality as photoes showed its fit for my shape,0,0,Happy,Happy
good product,0,0,Happy,Happy
ak kothay osadaron product sellardelivery manonk valo chilo,1,0,Love,Happy
othentic,0,1,Happy,Love
mic connect hocche nacable a problemreturn korte chai,2,2,Sadness,Sadness
good product,0,0,Happy,Happy
good n received as described,0,0,Happy,Happy
super nice exactly what i expected the quality is good also,0,1,Happy,Love
ami gb peyechi ajee hate peyechi baki sobkichuyee valo chilo,0,0,Happy,Happy
bolsi je ator ta joss wonderful beautiful nice execlusive excellent purai wow cokher samne sudhu beli ful dekhtisi but dukkho amar nak bondho karon amar thanda legese tai cokh diye dekhtisi karon sukhti parsi na,0,0,Happy,Happy
price too much for this itemnot satisfied,2,0,Sadness,Happy
genuine product i have got the product in hours,0,1,Happy,Love
very good product,1,1,Love,Love
ordinary quality match with pricing,0,0,Happy,Happy
daraz sent me a physically damaged oven i requested change but they didnt it was horrible experience to me,2,2,Sadness,Sadness
quality was good,0,0,Happy,Happy
wifi sty connection hoy naki korte hobe kindly janan amk,2,0,Sadness,Happy
sound quality dam hisabe vlo but box akdom halka dam onujay kharafna dekhar bisoy charge kotokkhon thake amnite vlo cyle nite paren,1,0,Love,Happy
very good product recommended for everyone thank you daraz and seller,0,1,Happy,Love
two out of were over ripped,2,2,Sadness,Sadness
nagad er taka cashback free key ring tobe weight ta olpo ektu beshi mone holo sob miliye takay best package,0,0,Happy,Happy
first i was worried when i didnt see the cd in the box but later i understand kaspersky installation is online and the exe file is less than mb so i guess its ok the main part is the licence key worked perfectly so i am satisfied thank you seller daraz,0,0,Happy,Happy
it is superb product within this budget,1,1,Love,Love
quality and taste of the product was so sobut return policy of daraz very bad,0,4,Happy,Anger
satisfied,0,1,Happy,Love
was get the exact product which was promised,0,0,Happy,Happy
good product recommended,1,0,Love,Happy
delivery ta matro pelam but coat pin er nicher onso ta ta ney,0,2,Happy,Sadness
got pieces rin liquid free with the soap happy purchase,0,0,Happy,Happy
good in quality,0,0,Happy,Happy
good product,0,0,Happy,Happy
good quality,0,0,Happy,Happy
product quality is so good,0,1,Happy,Love
just awesome cant express,1,1,Love,Love
tara picture a dekhaise ekta r dise arekta product er seal o break chilo really disappointed not recommended,4,2,Anger,Sadness
receive good condition but not use,2,2,Sadness,Sadness
facewash ta bestdate porjontobrightning cream ar march a toiri ja aktu kharap laglooverall good,0,1,Happy,Love
alhamdulillah shob product e valo peyechiaksathe order korchilam sathe rin liquid free peyechirider vaiya onek valo,1,0,Love,Happy
very good product,0,1,Happy,Love
today i installed my product without any complicity service was so satisfactory i ordered extra pre housing same brand from them and they consider pricing quality looking forward to their future commitment about warranty so my recommendations to this midea water purifier for new users all the best,0,0,Happy,Happy
the product was great,1,1,Love,Love
i must say it is an excellent chess board with this price recommended,0,0,Happy,Happy
same as picture date o onek din ase,0,1,Happy,Love
products febric quality was good compared to the price but there is a sewing problem which was unexpectedadditionally i had ordered multi colour product but i was given a unicolour productif there were no sewing problem and expected product were provided then it would be excellent however i will not return the product i will request the seller to give more attention on sewing to boost up his sales all the best for daraz and seller,0,0,Happy,Happy
i got my order in th octoberlate to give a reviewi bought it for my momshe loved it and that all means,1,0,Love,Happy
i except a brushless fan but its not brushless that means short life span,0,2,Happy,Sadness
good product and fast delivery,1,0,Love,Happy
before ordering i had doubts now i have none original product and intact package of takara tomytomica i am so satisfied will order more soon thanks to seller for keeping the trust recommended,0,0,Happy,Happy
lovely watch,1,1,Love,Love
very good products,1,1,Love,Love
received with good condition,0,0,Happy,Happy
really a good deal,1,1,Love,Love
good product,0,0,Happy,Happy
cloth quality is very good within this price range recommended,1,0,Love,Happy
best ta product cilo tick jmn ta chaice tr chaite best cilo saller k onk tnxxx,0,1,Happy,Love
its good,0,0,Happy,Happy
good one in this budget excilent delivery with wonderful packaging from seller thanks to haier and daraz family keep is up,0,0,Happy,Happy
very basic straightener compared to price its ok took days to deliver,0,0,Happy,Happy
i satisfied with darazso fast delivery and get the best productsthanks to daraz for this product seller was also good minded and friendlyagain thank you,0,0,Happy,Happy
good product,0,0,Happy,Happy
good looking and attractive thnx daraz and seller for intruding such product strongly recommended,0,0,Happy,Happy
best product,1,1,Love,Love
absolutely amazing product,1,1,Love,Love
khubi valo chelo ar fresh,1,1,Love,Love
was rotten daraz should be more product quality concious other potatoes are ok here in our area daraz fresh might not be as good as they are countrywide though a tk deal still its kind of a lottery buying at this price quality but delivery is faster delivery person is with very good behaviour supportive,2,2,Sadness,Sadness
nice watch with very reasonable price and instalment facility,1,0,Love,Happy
product was good but plastic ta jodi arektu vlo hoito onk din vlo thakto r product ta paity onk late hoise jeta onk bitroktikor chilo,0,0,Happy,Happy
nice product quality was really good,0,0,Happy,Happy
very fast delivery products were my favorite,1,0,Love,Happy
recommended,0,0,Happy,Happy
same as picture thanks seller,1,0,Love,Happy
packaging was gooddont know how it will work on the lets hope for the best,0,0,Happy,Happy
i got the product so quickly i am happy to get exactly same product as picture but i am little bit disappointed cz i cant put my phone in the bag it could be very useful if i could keep my phone in it,0,0,Happy,Happy
all right it came in time stipulated recommended seller good product,0,0,Happy,Happy
books quality was godaccording to the price delivery was quick thanks for the service,0,0,Happy,Happy
pishone leak silo product ar,4,0,Anger,Happy
the product quality is good but i thought it was larger didnt think cm would be so small,0,2,Happy,Sadness
good quality,0,0,Happy,Happy
good product and service,0,0,Happy,Happy
simply to say its fantastic my wife like this fragrance so much very fresh and gentle fragrance,0,0,Happy,Happy
looks good after play in field it will show real condition,0,0,Happy,Happy
very good product thnx a lot daraz dexbd and seller ke,0,1,Happy,Love
ma sha allah onek cute thanks for the cap,0,0,Happy,Happy
its an awesome watchthanks daraz,1,1,Love,Love
good quality product,1,0,Love,Happy
umm they sent me the wrong mascara i specifically ordered the black one for the shape of the wand but i think they mistakenly gave me the pink one,4,2,Anger,Sadness
product excellent quality fast shipping and well packed,1,1,Love,Love
good qualityprice ta aktu bashe,0,0,Happy,Happy
high recomended,1,1,Love,Love
panchforan power good thanks daraz sellar,0,0,Happy,Happy
premium quality anybody can take it,1,1,Love,Love
product is good,0,0,Happy,Happy
gd products,0,0,Happy,Happy
good product thanks,0,0,Happy,Happy
same as picture its really good,1,1,Love,Love
good product long battery backup thanks,0,0,Happy,Happy
ajkei pelamonk shundor ache latency naigta v fh khele dekhlam ekdom smooth cholekono additional software er jhamela nai but long time hour khelle disturb kore abar minutes rest dile thik hoye jay,1,2,Love,Sadness
itis sooo goodu can buy it on any problem,0,0,Happy,Happy
fast delivery original product fully satisfied,0,1,Happy,Love
satisfied with my purchase,1,1,Love,Love
huge space and im satisfied but halka dusty dusty chilo,1,0,Love,Happy
trust me sotti e khub vlo chilo product ta tomra caile nite paroamr kace to best mone hoice thank you so much daraz and seller,0,0,Happy,Happy
a few models starting having issues with connects not well made,2,2,Sadness,Sadness
good product,1,0,Love,Happy
amazing design of this audie the model is good finish doors seem to be a little delicate to handle,0,0,Happy,Happy
perfect,1,1,Love,Love
good product,0,0,Happy,Happy
authentic product any one can buy in ur closed eye,0,0,Happy,Happy
received in good condition expire date november made in indonesia,0,0,Happy,Happy
very good jus what i wanted and delivery was fast,1,1,Love,Love
thanks well products as like photo,1,0,Love,Happy
thanks seller daraz,1,0,Love,Happy
good product,0,0,Happy,Happy
its a fantastic deal i got it after about days,1,1,Love,Love
goo quality in this pric range delivery ws fst in days and the weights are correct,0,0,Happy,Happy
onk vlo seller ami kg order koresilm sthe kg free peyesi thanks daraz and also thanks seller,0,0,Happy,Happy
thank youwatch ta bastobe onek beshi sundor,1,1,Love,Love
packaging was very goodeven from such a distance the glassware is intact i am very happy to see it the behave of the sellar was also very beautifulvery very recommended product,1,0,Love,Happy
thanks really good product and fast delivery,0,0,Happy,Happy
good original product,0,1,Happy,Love
recived the product in good condition enough validity time packaging was so good super fat delivery original product many many thanks daraz seller delivery man,0,0,Happy,Happy
good quality worthy,1,0,Love,Happy
osadharon khubi sunsor ato joss hobe vabini onek onek sunsor r light er coloures change er beparta aro joss thanks thankx daraz,1,1,Love,Love
amazing highly recommend,1,1,Love,Love
most essential product for pregnant woman who is suffering from back pain during pregnancy thank u seller,0,0,Happy,Happy
bluetooth connect hoy na terrible fake product dont purchase,4,2,Anger,Sadness
well received the product the seller and the service man are well behaved i did not have to worry for the installation hope to get good after sales service also thanks to the rider and daraz,0,0,Happy,Happy
good quality product highly suggested,1,0,Love,Happy
original productthank u seller,1,1,Love,Love
very light weight played fifa and seems all the buttons are fine got the invoice few days later over mail lets see,1,0,Love,Happy
delivery man was good and got the product,0,0,Happy,Happy
awesome product,1,1,Love,Love
its a nice product in this price range,0,0,Happy,Happy
it was user friendly and so much comfortably,0,0,Happy,Happy
this product is really good good seller nice packaging anyone can buy it,0,0,Happy,Happy
it was good but if the colour could have been more seeable it would have been better but awesome drawing tablet,2,0,Sadness,Happy
nice but botton is not smooth,0,2,Happy,Sadness
product ta onek sundor thank you daraz,0,1,Happy,Love
satisfied,1,1,Love,Love
genji is very good clothes are good i got what was shown in the picture this is the first time a genjilam from daraz very beautiful i am very happy daraz thank you all,0,0,Happy,Happy
works perfect,1,1,Love,Love
good service and good seller,0,0,Happy,Happy
really good service with products quality price and delivery time is committed to customers value satisfaction go ahead,0,0,Happy,Happy
excellent product though the zipper couldve been better,0,1,Happy,Love
good product thanks,1,0,Love,Happy
good quality obisasso offer a pailam matro a,0,0,Happy,Happy
amazing nonstick works perfect for frying single or double eggsfully recommended,0,1,Happy,Love
great,1,1,Love,Love
good quality product everything is perfect delivery in time thanks to seller daraz,0,0,Happy,Happy
good product definitely recommended,0,0,Happy,Happy
it was really awesome original product,0,1,Happy,Love
the pan met all the requirements i was looking for it is light wide enough and doesnt slip when on stove after using weeks the only problem that i faced is the engraved logo underneath it is hard to keep clean and if anything gets stuck in it it will take forever to pluck or even wash please notify the producer to make the engraving less deeper,0,2,Happy,Sadness
its really waterproof,1,1,Love,Love
color was not the same as i ordered very disappointed,2,2,Sadness,Sadness
very good quality and nice product,1,1,Love,Love
recommended,0,0,Happy,Happy
delivery thik cilocard okay,0,0,Happy,Happy
very very good absolutely amazing works great im giving reviews after months,1,1,Love,Love
the product quality was good i have been using it for the last days without any problem you can buy this watch from pickaboo thank you,0,0,Happy,Happy
product was good ekta shower cap gift korar jonno thanks produst same e chilo daraz ektu late kore product delevary dice baki sob ok,0,0,Happy,Happy
thank you so much for the genuine product and good packaging excellent customer service and promptly responsive any one can buy from them highly recommend definitely i will deal more products with them in sha allah and also delivery person is really a good man i also request to the seller please try to keep that customer faith i believe you guys will do many businesses in future and also many many thanks to daraz have a nice day and take care,0,0,Happy,Happy
items have arrived safely the packaging is okay packing all items are functioning well seller recommended we will repeat the purchase here there are many items that have been added to cart,0,0,Happy,Happy
aro soft holay valo hoito,0,0,Happy,Happy
very good product just loved it,1,1,Love,Love
good product,0,0,Happy,Happy
product ar light gola but fal cola na,2,2,Sadness,Sadness
your support always very good,0,1,Happy,Love
quality was good full intact silo every button works perfectly happy shopping,1,0,Love,Happy
satisfactory,1,1,Love,Love
good and useful product you can buy it without any hesitation,0,0,Happy,Happy
product is ok,1,0,Love,Happy
authentic product with exclusive service,0,0,Happy,Happy
not happy bcs its look like a toy,2,2,Sadness,Sadness
received in excellent condition satisfied good packaging but a small setup manual could have earned star,1,0,Love,Happy
it was good quality,0,0,Happy,Happy
good product at reasonable price with voucher and coinsrecommended,0,0,Happy,Happy
febric ta joss ekdom pic er moto product nischinte nite paren,0,0,Happy,Happy
good quality goods thank you seller,0,0,Happy,Happy
size eto choto hobe vabi na tk onugayi thik ase but apnader mat lekha uchit hoy ni miss understanding hoye jabe,0,2,Happy,Sadness
juat as expected,1,0,Love,Happy
good product very nice packaging very useful for travel dont expect very high heat at this size according to the size and price the product is very good,0,0,Happy,Happy
authentic product with fastest delivery within days they delivered my product recommended,0,0,Happy,Happy
its amazing for buy this product with discount price also get cashback i am highly recomended for everyone buy this product thank you daraz team,0,0,Happy,Happy
i write the review after month i get the delivery only in days in rangpur original product ac is working fine,0,0,Happy,Happy
good product no problem found thanks to daraz and seller,0,0,Happy,Happy
aei product ta khub valo dekhte oneck cute cutter a oneck dhar ache,0,0,Happy,Happy
just love it inn sha allah again buy from you plz sob somoy amon thakben inn sha allah tahole regular customers o paben inn sha allah jehetu agula food item shes holei j kew abar order korbeami toh inn sha allah korbo,1,0,Love,Happy
he gave a damaged product which doesnt turn on and moreover he wont change it but rather told me to contact midea to fix it very disturbing and unhelpful seller please try to be careful before buying from him after they said that its alright they took the circuit and came back and after they left i had to call another technician to setup the ac for the second time then finally this came error of the motor fan and a code is showing in the video scam even they are not helping nor midea,4,2,Anger,Sadness
very nice product comparison to price bt sound quality ta r ektu valo hte partoo kane lagano sound maneektu lound bt bit kom akhn service r warranty ta thik moto pelae holo,3,0,Fear,Happy
original product peyesithanx,1,1,Love,Love
date was updated now it is the time to use sob product gula time er vitore peyeci,0,0,Happy,Happy
quality not good and not recommended,2,2,Sadness,Sadness
if it provides a little strap it could be nice to have,3,0,Fear,Happy
really great product great quality thank you seller for the genuine product,0,1,Happy,Love
smart authentic product thank you seller,1,1,Love,Love
good qualityy,1,0,Love,Happy
just perfect thanks to seller,0,1,Happy,Love
packaging as always very good products are looking good thanks daraz,0,0,Happy,Happy
square design make your wrist looks very small,1,2,Love,Sadness
thanks color familyfor this awesome productits comfortableworth itkinte parengood quality,0,0,Happy,Happy
thanks seller i got as i wanted minimum price with maximum quality,0,0,Happy,Happy
vabcilam headphone a lagabobut headphone er tar chikon houai eta set hoinaiso jara chikon tar a laganor chinta korcen tara eta nile lossbut motamuti mota wire like charger er wire a eta set hoe jbe overall jinis ta vloi,1,0,Love,Happy
its a big and heavy filter performance is very good though price is little high,3,0,Fear,Happy
product is ggood thanks,1,0,Love,Happy
best product highly recommended,1,1,Love,Love
got the ink and used to refill hp ink cartridgeworks really well,0,0,Happy,Happy
the exact price is and they are charging totally a fraud,3,2,Fear,Sadness
valhamdulliah thik jemon cheye silam temon tai peyeci sobite jemon chilo temon e dise chaile apnarao nite paren,1,0,Love,Happy
delivery was very fast and very satisfied with this product thanks a lot to the seller,0,0,Happy,Happy
very versatile printer scanner photocopier going on without any trouble recommended,0,0,Happy,Happy
so much premium box and all other box contains bunch of thanks to seller im really happy to have it,0,0,Happy,Happy
good product loved it,1,1,Love,Love
thanks daraz and seller product ta khob ee valo hicha i recommended,0,0,Happy,Happy
less weight low quality,2,2,Sadness,Sadness
alhamdulillah good product for diy,0,0,Happy,Happy
products was good trusted overall,1,0,Love,Happy
satisfied with service quality,0,1,Happy,Love
product valovabe hate peyeci packeging r delivery o khub valo cilo kono ovijog nei but product onek halka laglo weight gram thik ace kina janina,0,0,Happy,Happy
thanks daraz for this great product satisfied quality in this budget giving review after months of use recommended for everyone,0,0,Happy,Happy
nice package with stunning design,0,0,Happy,Happy
feels very long lasting and looks aesthetic as well also has a lot of storage,0,0,Happy,Happy
good quality product,0,0,Happy,Happy
this is the second one ive purchased i cannot be without them as my hot flashes come every half hour,0,0,Happy,Happy
alhamdulillah product quality was good delivery should be improved as per customer expectations,1,0,Love,Happy
good one gifted this to my bff,1,0,Love,Happy
very cute and usable,0,1,Happy,Love
order multiple items they do not give one item but i paid for that,0,2,Happy,Sadness
product quality is good there was no problem with the delivery i am satisfied,0,0,Happy,Happy
nice product i received many compliments,0,0,Happy,Happy
just installed it so far ok delivered with in hrs thats really impressive lets hope tv works well too,0,0,Happy,Happy
thank u very nuch daraz its really really a nice product colour jemon diyechilam temon e peyechi im satisfied with this,0,0,Happy,Happy
its good and working every parson can buy this i am satisfied,0,0,Happy,Happy
very gd autentic product genuine,0,1,Happy,Love
onek bhalo akti product onek first delivery kintu battery diley bhalo hoto but price bibechona ei bhalo ekti productapnara nitey paren,2,0,Sadness,Happy
as always good quality,0,1,Happy,Love
great watch only take months to arrive,1,1,Love,Love
looks good after use confirm the quality,0,0,Happy,Happy
packaging was really good,0,0,Happy,Happy
i took quantities but all product quality is really so poor not recommended,2,2,Sadness,Sadness
got it at a very good price thanks daraz,1,0,Love,Happy
good product thanks,0,0,Happy,Happy
very good got a gift and warrenty card,1,1,Love,Love
excellent product its more than i expected user friendl battery capacity good till now no lacking found its took only day to delivery i appreciate it,1,1,Love,Love
products valo apnaraw nite paren,0,1,Happy,Love
sound is so clear and very nice bass stylish look and a nice mini bag came with the product price is a bit high though,0,0,Happy,Happy
it took me months to deliver the productu can buy this from aliexpress in less price and free shipping and very good quality and sharp also,0,0,Happy,Happy
gd product,0,0,Happy,Happy
price is little bit high,1,2,Love,Sadness
best quality football khub jossapnara chaila nite parenthanks for daraz,1,1,Love,Love
the full set is good but the bats are a little dumped in and balls are bad and the net is too long but still its uselful,2,0,Sadness,Happy
very good product belt system is easy to use for newborn babies highly recommended for parents seller is super good,0,1,Happy,Love
onnkk valo product specially amr moto kipta jara practice korar jonno khata kintw chai nh trust me students onk handy and kom takai valo jinish use it overall quality delivery everything was really nice,0,0,Happy,Happy
good products thanks,0,0,Happy,Happy
not yellow color page may be its cream color readable and satisfied according to price,0,2,Happy,Sadness
packaging was awesome and i am satisfied a one product recommend for all,1,1,Love,Love
good product exactly like the picture,0,0,Happy,Happy
i really like this product and pickaboo always provide original product,1,0,Love,Happy
wow fantastic,1,1,Love,Love
this products good delivery quickly,0,0,Happy,Happy
good product,1,0,Love,Happy
the product is very baduseless product,2,4,Sadness,Anger
doesnt work that well,2,2,Sadness,Sadness
dekko milano biscuit nice looking fast delivery good product,0,0,Happy,Happy
product quality okay but fitabelts gulo setup balo na,2,2,Sadness,Sadness
fully satisfied with this product,1,1,Love,Love
good for long time use,1,0,Love,Happy
print ta ektu bhalobhabe korle bhalo hoy chain ar bag er quality onek bhalo print ta bhalo korle future e in sha allah aro onekgulo kinbo,0,2,Happy,Sadness
very good product,1,1,Love,Love
good product but size ta soto,1,0,Love,Happy
product is gooduse kortasi,1,1,Love,Love
best product in this price,1,1,Love,Love
absolutely nice products,0,1,Happy,Love
very first delivery products quality packaging are so good thank you,1,0,Love,Happy
original product good service,0,1,Happy,Love
thanks a lot for delivering an original product the deliver man was very active and modest,0,0,Happy,Happy
good quality in,0,0,Happy,Happy
sound quality good base was nice overall very good headphone for random uses,0,0,Happy,Happy
i like it it is quite interesting good quality excellent packaging,0,0,Happy,Happy
product is ok but not mentioned any country of production,0,2,Happy,Sadness
good product,1,0,Love,Happy
good product,0,0,Happy,Happy
this is amazing it does such a great job of keeping me cool,1,1,Love,Love
thanks daraz and seller delivery very fast the quality and pack is good,0,0,Happy,Happy
after using days i am writing this review jbl t inear headphones i found one of the best ear headphones bass control sound balancing totally superb thanks to pickaboo,0,0,Happy,Happy
works well,1,0,Love,Happy
i expect better quality,2,0,Sadness,Happy
very good product thank you daraz and seller,0,1,Happy,Love
this product is good and best quality but price is little high but they delivered the product with a very short time other seller cant take that i am pleased with the product,0,0,Happy,Happy
as same as picture good qualityful product recommended,0,0,Happy,Happy
good product,0,0,Happy,Happy
